Pokemon_1,Objeto_1,Habilidad_1,Teratipo_1,Mov1_1,Mov2_1,Mov3_1,Mov4_1,Pokemon_2,Objeto_2,Habilidad_2,Teratipo_2,Mov1_2,Mov2_2,Mov3_2,Mov4_2,Pokemon_3,Objeto_3,Habilidad_3,Teratipo_3,Mov1_3,Mov2_3,Mov3_3,Mov4_3,Pokemon_4,Objeto_4,Habilidad_4,Teratipo_4,Mov1_4,Mov2_4,Mov3_4,Mov4_4,Pokemon_5,Objeto_5,Habilidad_5,Teratipo_5,Mov1_5,Mov2_5,Mov3_5,Mov4_5,Pokemon_6,Objeto_6,Habilidad_6,Teratipo_6,Mov1_6,Mov2_6,Mov3_6,Mov4_6,Archetype
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Stomping Tantrum,Extreme Speed,Snarl,Urshifu,Focus Sash,Unseen Fist,Dark,Sucker Punch,Close Combat,Wicked Blow,Detect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Taunt,Tailwind,Protect,4
Iron Crown,Booster Energy,Quark Drive,Ground,Protect,Tachyon Cutter,Expanding Force,Tera Blast,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Tornadus,Covert Cloak,Prankster,Dark,Rain Dance,Bleakwind Storm,Tailwind,Protect,Dragonite,Choice Band,Inner Focus,Flying,Tera Blast,Outrage,Stomping Tantrum,Iron Head,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Spiky Shield,Focus Energy,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,U-turn,Close Combat,0
Dragonite,Choice Band,Inner Focus,Rock,Outrage,Rock Slide,Aerial Ace,Extreme Speed,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Trick Room,Dazzling Gleam,Smeargle,Focus Sash,Moody,Grass,Follow Me,Decorate,Fake Out,Spore,Chi-Yu,Choice Scarf,Beads of Ruin,Fire,Dark Pulse,Snarl,Overheat,Heat Wave,Farigiraf,Sitrus Berry,Armor Tail,Poison,Psyshock,Ally Switch,Trick Room,Helping Hand,Torkoal,Charcoal,Drought,Fire,Solar Beam,Heat Wave,Helping Hand,Eruption,0
Farigiraf,Sitrus Berry,Armor Tail,Fire,Psychic,Dazzling Gleam,Trick Room,Helping Hand,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Iron Hands,Clear Amulet,Quark Drive,Fire,Close Combat,Fake Out,Heavy Slam,Wild Charge,Archaludon,Assault Vest,Stalwart,Fairy,Snarl,Draco Meteor,Flash Cannon,Heavy Slam,Tornadus,Rocky Helmet,Prankster,Ghost,Tailwind,Bleakwind Storm,Protect,Taunt,Urshifu,Focus Sash,Unseen Fist,Stellar,Wicked Blow,Close Combat,Protect,Sucker Punch,2
Archaludon,Assault Vest,Stamina,Grass,Draco Meteor,Dragon Pulse,Heavy Slam,Electro Shot,Amoonguss,Rocky Helmet,Regenerator,Fairy,Spore,Rage Powder,Protect,Pollen Puff,Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Will-O-Wisp,Parting Shot,Fake Out,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Ice Spinner,Close Combat,U-turn,Pelipper,Focus Sash,Drizzle,Stellar,Weather Ball,Hurricane,Tailwind,Protect,Chien-Pao,Life Orb,Sword of Ruin,Poison,Ice Spinner,Protect,Sucker Punch,Sacred Sword,0
Glimmora,Power Herb,Toxic Debris,Grass,Spiky Shield,Meteor Beam,Sludge Bomb,Earth Power,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Misty Terrain,Urshifu,Focus Sash,Unseen Fist,Stellar,Detect,Wicked Blow,Close Combat,Sucker Punch,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Bleakwind Storm,Taunt,Protect,Dondozo,Rocky Helmet,Unaware,Grass,Protect,Wave Crash,Order Up,Earthquake,Tatsugiri,Life Orb,Commander,Steel,Protect,Draco Meteor,Muddy Water,Dragon Pulse,29
Archaludon,Assault Vest,Stamina,Grass,Snarl,Electro Shot,Flash Cannon,Draco Meteor,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Incineroar,Safety Goggles,Intimidate,Dragon,Knock Off,Flare Blitz,Fake Out,Parting Shot,4
Kingambit,Black Glasses,Defiant,Dragon,Protect,Kowtow Cleave,Sucker Punch,Swords Dance,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Perish Song,Shadow Ball,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Heat Crash,Breaking Swipe,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,3
Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Taunt,Tailwind,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Stomping Tantrum,Extreme Speed,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,4
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Glimmora,Assault Vest,Toxic Debris,Grass,Sludge Bomb,Power Gem,Earth Power,Mortal Spin,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,Dondozo,Rocky Helmet,Oblivious,Grass,Wave Crash,Earthquake,Order Up,Protect,Tatsugiri,Safety Goggles,Commander,Steel,Draco Meteor,Hydro Pump,Taunt,Protect,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Bleakwind Storm,Icy Wind,Protect,35
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Sunny Day,Tailwind,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Earth Power,Sludge Bomb,Spiky Shield,Chi-Yu,Choice Specs,Beads of Ruin,Fire,Overheat,Dark Pulse,Snarl,Heat Wave,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Protect,Icy Wind,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,4
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Power Gem,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Snarl,4
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Poison,Aqua Jet,Surging Strikes,Close Combat,U-turn,Archaludon,Assault Vest,Stamina,Flying,Electro Shot,Draco Meteor,Flash Cannon,Body Press,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Flare Blitz,Knock Off,Parting Shot,Pelipper,Focus Sash,Drizzle,Flying,Weather Ball,Hurricane,Tailwind,Wide Guard,Amoonguss,Rocky Helmet,Regenerator,Fairy,Rage Powder,Spore,Pollen Puff,Protect,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sandsear Storm,Sludge Bomb,Protect,18
Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Taunt,Bleakwind Storm,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Rage Powder,Spore,Pollen Puff,Garchomp,Clear Amulet,Rough Skin,Steel,Protect,Earthquake,Rock Slide,Dragon Claw,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Sucker Punch,Close Combat,Chien-Pao,Life Orb,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Haze,Protect,0
Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Overheat,Dark Pulse,Snarl,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Taunt,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,4
Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Sunny Day,Taunt,Tailwind,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Chi-Yu,Choice Specs,Beads of Ruin,Fire,Heat Wave,Dark Pulse,Snarl,Overheat,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,4
Roaring Moon,Clear Amulet,Protosynthesis,Poison,Breaking Swipe,Knock Off,Protect,Tailwind,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Will-O-Wisp,Flare Blitz,Parting Shot,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Thunderbolt,Tera Blast,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Protect,7
Archaludon,Assault Vest,Stamina,Grass,Draco Meteor,Flash Cannon,Electro Shot,Body Press,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Tailwind,Amoonguss,Sitrus Berry,Regenerator,Steel,Spore,Protect,Rage Powder,Pollen Puff,Incineroar,Safety Goggles,Intimidate,Dragon,Fake Out,Knock Off,Flare Blitz,Parting Shot,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect,14
Gallade,Clear Amulet,Sharpness,Fire,Psycho Cut,Sacred Sword,Trick Room,Wide Guard,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Helping Hand,Follow Me,Trick Room,Dazzling Gleam,Armarouge,Life Orb,Flash Fire,Grass,Wide Guard,Trick Room,Expanding Force,Armor Cannon,Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Helping Hand,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Wood Hammer,Follow Me,Taunt,Kingambit,Black Glasses,Defiant,Dark,Kowtow Cleave,Swords Dance,Protect,Sucker Punch,36
Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Flare Blitz,Tera Blast,Extreme Speed,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Kingambit,Dread Plate,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Amoonguss,Sitrus Berry,Regenerator,Water,Rage Powder,Clear Smog,Pollen Puff,Spore,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,0
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Follow Me,Horn Leech,Baxcalibur,Clear Amulet,Ice Body,Poison,Protect,Icicle Crash,High Horsepower,Dragon Dance,Heatran,Shuca Berry,Flash Fire,Fairy,Magma Storm,Earth Power,Flash Cannon,Protect,Cresselia,Safety Goggles,Levitate,Dark,Protect,Lunar Blessing,Moonblast,Trick Room,Ursaluna,Flame Orb,Guts,Ghost,Protect,Swords Dance,Earthquake,Facade,Ninetales-Alola,Light Clay,Snow Warning,Ghost,Protect,Freeze-Dry,Moonblast,Aurora Veil,0
Chi-Yu,Life Orb,Beads of Ruin,Ghost,Heat Wave,Snarl,Protect,Dark Pulse,Amoonguss,Rocky Helmet,Regenerator,Fire,Protect,Rage Powder,Spore,Pollen Puff,Tornadus,Covert Cloak,Prankster,Ghost,Tailwind,Bleakwind Storm,Taunt,Sunny Day,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Protect,Thunderbolt,Thunderclap,Draco Meteor,Landorus-Therian,Choice Scarf,Intimidate,Flying,Tera Blast,Rock Slide,Stomping Tantrum,U-turn,0
Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Sucker Punch,Ice Spinner,Sacred Sword,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Dragonite,Choice Band,Inner Focus,Normal,Outrage,Aerial Ace,Stomping Tantrum,Extreme Speed,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot,26
Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Clear Smog,Ursaluna,Flame Orb,Guts,Ghost,Protect,Facade,Headlong Rush,Earthquake,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Ivy Cudgel,Follow Me,Cresselia,Safety Goggles,Levitate,Fairy,Moonblast,Trick Room,Lunar Blessing,Helping Hand,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,34
Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,7
Landorus,Life Orb,Sheer Force,Poison,Earth Power,Protect,Sandsear Storm,Sludge Bomb,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Protect,Lash Out,Sacred Sword,Tornadus,Rocky Helmet,Prankster,Dark,Protect,Tailwind,Rain Dance,Bleakwind Storm,Iron Hands,Assault Vest,Quark Drive,Fire,Fake Out,Drain Punch,Heavy Slam,Wild Charge,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Rock Slide,Close Combat,U-turn,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Spiky Shield,Taunt,Follow Me,0
Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Dazzling Gleam,Trick Room,Chi-Yu,Choice Scarf,Beads of Ruin,Grass,Dark Pulse,Tera Blast,Snarl,Heat Wave,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Iron Crown,Booster Energy,Quark Drive,Water,Tera Blast,Tachyon Cutter,Expanding Force,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Spiky Shield,Follow Me,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Power Gem,Shadow Ball,Icy Wind,Dazzling Gleam,0
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out,Raging Bolt,Leftovers,Protosynthesis,Electric,Thunderclap,Dragon Pulse,Calm Mind,Protect,Clefairy,Eviolite,Friend Guard,Flying,Follow Me,Helping Hand,Protect,Life Dew,Glimmora,Power Herb,Toxic Debris,Grass,Sludge Bomb,Meteor Beam,Earth Power,Spiky Shield,Incineroar,Safety Goggles,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,0
Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Earthquake,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Dazzling Gleam,Helping Hand,Trick Room,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Protect,Urshifu,Choice Band,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,U-turn,Ogerpon,Focus Sash,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,8
Ursaluna,Flame Orb,Guts,Ghost,Protect,Facade,Headlong Rush,Earthquake,Amoonguss,Mental Herb,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Clear Smog,Cresselia,Safety Goggles,Levitate,Fairy,Moonblast,Trick Room,Lunar Blessing,Helping Hand,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Ivy Cudgel,Follow Me,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,34
Incineroar,Assault Vest,Intimidate,Grass,Fake Out,Flare Blitz,Snarl,Knock Off,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Imprison,Dazzling Gleam,Trick Room,Helping Hand,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Sandsear Storm,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Taunt,Bleakwind Storm,Protect,Rillaboom,Miracle Seed,Grassy Surge,Grass,Fake Out,Grassy Glide,Wood Hammer,Protect,0
Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Howl,Breaking Swipe,Heat Crash,Burning Bulwark,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Ivy Cudgel,Follow Me,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,High Horsepower,Kingambit,Black Glasses,Defiant,Dragon,Sucker Punch,Kowtow Cleave,Swords Dance,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,3
Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Kingambit,Black Glasses,Defiant,Dragon,Protect,Kowtow Cleave,Swords Dance,Sucker Punch,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Moonblast,Perish Song,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Breaking Swipe,Heat Crash,Howl,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,High Horsepower,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Ivy Cudgel,Horn Leech,3
Dragonite,Assault Vest,Inner Focus,Normal,Aerial Ace,Thunder Punch,Stomping Tantrum,Extreme Speed,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech,Kingambit,Black Glasses,Defiant,Dragon,Iron Head,Sucker Punch,Kowtow Cleave,Protect,Gouging Fire,Booster Energy,Protosynthesis,Grass,Burning Bulwark,Howl,Heat Crash,Breaking Swipe,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Amoonguss,Sitrus Berry,Regenerator,Fairy,Rage Powder,Spore,Pollen Puff,Protect,10
Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem,Incineroar,Sitrus Berry,Intimidate,Water,Flare Blitz,Knock Off,Parting Shot,Fake Out,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum,Amoonguss,Rocky Helmet,Regenerator,Water,Clear Smog,Spore,Rage Powder,Pollen Puff,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword,0
Amoonguss,Sitrus Berry,Regenerator,Fairy,Pollen Puff,Rage Powder,Spore,Protect,Pelipper,Focus Sash,Drizzle,Dark,Hurricane,Tailwind,Wide Guard,Weather Ball,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Fake Out,Taunt,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Dragon Pulse,Heavy Slam,Snarl,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Poison,Surging Strikes,Close Combat,Aqua Jet,U-turn,14
Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Electroweb,Snarl,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,0
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Snarl,Dragon Pulse,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Shadow Ball,Protect,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Protect,0
Heatran,Assault Vest,Flash Fire,Fairy,Heat Wave,Flash Cannon,Earth Power,Tera Blast,Farigiraf,Life Orb,Armor Tail,Water,Psychic,Hyper Voice,Trick Room,Helping Hand,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Spiky Shield,Follow Me,Ivy Cudgel,Grassy Glide,Rillaboom,Rocky Helmet,Grassy Surge,Grass,Protect,Grassy Glide,Wood Hammer,Fake Out,Tornadus,Mental Herb,Prankster,Steel,Protect,Bleakwind Storm,Tailwind,Sunny Day,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Sucker Punch,Close Combat,0
Archaludon,Assault Vest,Stamina,Flying,Dragon Pulse,Electro Shot,Heavy Slam,Body Press,Iron Crown,Booster Energy,Quark Drive,Ground,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Alluring Voice,Follow Me,Helping Hand,Trick Room,Tornadus,Focus Sash,Prankster,Ghost,Bleakwind Storm,Tailwind,Rain Dance,Protect,0
Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Rage Powder,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Incineroar,Figy Berry,Intimidate,Grass,Parting Shot,Fake Out,Flare Blitz,Knock Off,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,U-turn,Spiky Shield,Raging Bolt,Assault Vest,Protosynthesis,Electric,Snarl,Thunderclap,Thunderbolt,Draco Meteor,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind,7
